n_200_d_10_tr_10_a_79x79_idx_1_p_abba2, "Abba2",200,10,100,1.07276906579136,-0.132716217972289,8.76265,62.49
n_200_d_10_tr_10_a_79x79_idx_1_p_flooding, "Flooding2",200,10,100,0.0047853908122357,-0.139575890380407,9.3088,200
n_200_d_15_tr_10_a_64x64_idx_2_p_abba2, "Abba2",200,15,100,0.777108795494976,-0.133684499336214,9.5746,44.32
n_200_d_15_tr_10_a_64x64_idx_2_p_flooding, "Flooding2",200,15,100,0.00360468853864591,-0.141494238221899,10.7356,200
n_200_d_20_tr_10_a_56x56_idx_3_p_abba2, "Abba2",200,20,99.855,0.636343165342206,-0.134569524700976,9.88253832051173,37.36
n_200_d_20_tr_10_a_56x56_idx_3_p_flooding, "Flooding2",200,20,100,0.00324722656067536,-0.142774710399611,11.2331,200
n_200_d_10_tr_10_a_79x79_idx_1_p_mprt2, "Mpr_t2",200,10,99.985,0.00514211124150596,-0.135218867843735,7.57740362164357,161.38
n_200_d_25_tr_10_a_50x50_idx_4_p_abba2, "Abba2",200,25,100,0.578879103048876,-0.135134825127241,9.92105,32.18
n_200_d_25_tr_10_a_50x50_idx_4_p_flooding, "Flooding2",200,25,100,0.00294704749177614,-0.143674667714524,11.67025,200
n_200_d_15_tr_10_a_64x64_idx_2_p_mprt2, "Mpr_t2",200,15,100,0.00372405197358588,-0.136557101235662,8.5972,157.97
n_200_d_30_tr_10_a_45x45_idx_5_p_abba2, "Abba2",200,30,100,0.529533326043786,-0.13557612188489,9.9428,28.77
n_200_d_30_tr_10_a_45x45_idx_5_p_flooding, "Flooding2",200,30,100,0.00273519424611561,-0.144335350629478,11.57895,200
n_200_d_20_tr_10_a_56x56_idx_3_p_mprt2, "Mpr_t2",200,20,99.18,0.00341810969091597,-0.136538570081429,8.52765540074108,138.67
n_200_d_35_tr_10_a_42x42_idx_6_p_abba2, "Abba2",200,35,100,0.469218961750796,-0.136820390679865,10.33605,25.44
n_200_d_35_tr_10_a_42x42_idx_6_p_flooding, "Flooding2",200,35,100,0.00258638011064584,-0.14569915860935,11.96635,200
n_200_d_25_tr_10_a_50x50_idx_4_p_mprt2, "Mpr_t2",200,25,99.99,0.00337585916177617,-0.136040573563763,8.22858383838384,116.48
n_200_d_40_tr_10_a_39x39_idx_7_p_abba2, "Abba2",200,40,99.005,0.410022676443916,-0.136740363189955,10.0936,23.98
n_200_d_40_tr_10_a_39x39_idx_7_p_flooding, "Flooding2",200,40,100,0.00243181097981577,-0.145732744775261,11.6997,200
n_200_d_35_tr_10_a_42x42_idx_6_p_mprt2, "Mpr_t2",200,35,99.535,0.00329999476077599,-0.134079509299727,5.48508904722354,55.69
n_200_d_5_tr_10_a_112x112_idx_0_p_abba2, "Abba2",200,5,98.925,1.7107906788947,-0.132710178556902,7.43008457216725,98.74
n_200_d_5_tr_10_a_112x112_idx_0_p_flooding, "Flooding2",200,5,99.98,0.0076970675235159,-0.137654454918933,7.39876616161616,199.96
n_200_d_30_tr_10_a_45x45_idx_5_p_mprt2, "Mpr_t2",200,30,99.77,0.00339441267719606,-0.134721782550663,6.75659748982924,85.78
n_200_d_40_tr_10_a_39x39_idx_7_p_mprt2, "Mpr_t2",200,40,98.51,0.00309902044657598,-0.132480574385445,3.80238549120523,28.95
n_200_d_5_tr_10_a_112x112_idx_0_p_mprt2, "Mpr_t2",200,5,99.92,0.00842730930656597,-0.133362994528206,5.68169401524878,155.66
