
n_200_d_15_tr_10_a_64x64_idx_2_p_abba2,abba2,200,15,98.5,0.476016984561003,-0.166638106717681,5.46700507614213,87
n_200_d_10_tr_10_a_79x79_idx_1_p_abba2,abba2,200,10,100,0.789762538538003,-0.166798377830754,5.11,120
n_200_d_5_tr_10_a_112x112_idx_0_p_abba2,abba2,200,5,71,1.604958381294,-0.166693721011261,3.40845070422535,109
n_200_d_10_tr_10_a_79x79_idx_1_p_cds3,cds3,200,10,94.5,0.00313639171000553,-0.168862225825373,2.4973544973545,76
n_200_d_10_tr_10_a_79x79_idx_1_p_flooding,flooding,200,10,100,0.00313638124600324,-0.167510551770654,2.85,200
n_200_d_15_tr_10_a_64x64_idx_2_p_cds3,cds3,200,15,99.5,0.00224029539900314,-0.168959295975648,2.58793969849246,64
n_200_d_15_tr_10_a_64x64_idx_2_p_flooding,flooding,200,15,100,0.0022402793420035,-0.167540676130526,3.13,200
n_200_d_5_tr_10_a_112x112_idx_0_p_cds3,cds3,200,5,16,0.00134416827600319,-0.168342626755113,1.84375,12
n_200_d_5_tr_10_a_112x112_idx_0_p_flooding,flooding,200,5,100,0.00537665984800313,-0.167478383724536,2.53,200
n_200_d_10_tr_10_a_79x79_idx_1_p_mprt2,mprt2,200,10,98,0.311986790325004,-0.171957765325547,5.44591836734694,95.4
n_200_d_5_tr_10_a_112x112_idx_0_p_mprt2,mprt2,200,5,94,0.555937371452004,-0.170201390753712,3.0203413940256,93.5
n_200_d_15_tr_10_a_64x64_idx_2_p_mprt2,mprt2,200,15,99.85,0.188203861728904,-0.17245559437503,5.2978743718593,69.8
